,SubjectID,Condition,Precision,Bias,Sessions,Alphasamples,Betasamples
344,sub_0192,Extero,5.803,0.418,2,"[ 3.21395604 -2.68998675 -1.00588272  0.23315601  0.72984293 -0.52824174
 -0.31680128 -0.19756927  0.91451601  0.87496111 -0.52872778 -0.25762662
 -1.29009269 -1.36334767 -0.41303573 -2.02656453  1.42711354  1.50915113
  1.81396001  0.79353826  0.17927052  1.04851363  2.03685593  1.17107501
  0.93188656  1.24554757 -0.3268577   0.54498843  1.86537957  1.97064422
 -0.97957839  1.45964239  2.69621997 -0.38662478  1.04624214 -0.2479702
  1.01611643  0.88529421 -1.41056692 -0.83230432]","[5.28288153 6.20094879 5.28333485 6.43210925 7.12375662 5.44153469
 6.27687431 3.11121136 4.81628824 4.69863861 5.80823307 7.04130487
 5.37390457 5.58572209 5.91038231 6.06539913 5.20688022 5.2905344
 5.09533746 3.70078052 6.13322232 4.53861383 5.60528683 4.63610653
 5.89465371 5.39827474 5.59282905 5.42197191 6.34448519 5.28653229
 5.68343045 4.08742302 4.02942422 7.82648371 4.405983   5.32852507
 5.59109496 4.60618173 3.34033512 3.88744605]"
345,sub_0193,Extero,6.313,-2.034,2,"[-1.11260627 -1.6749053  -2.02977126 -1.79711239 -1.58137039 -1.65281271
 -0.84936827 -0.03394106 -0.55372935 -3.63604223 -2.47265845  0.21891939
 -0.25933114  0.45988834 -4.43783588 -4.24438071 -1.78137682 -1.43236208
 -2.42532251  0.72331816 -2.3133571   0.23758862 -0.97954828 -0.90487937
 -2.34362513 -2.38704594 -2.75299099 -2.02833995 -2.85066364 -1.81887493
 -2.98588583 -1.60908999 -1.51421281 -1.26848771 -2.52943435 -0.78267875
 -0.80177765 -1.64626029 -2.09053377 -2.6604862 ]","[7.12099222 6.77622901 5.44553228 6.88543711 5.12233691 4.95024917
 4.72698187 4.59448617 4.56648721 7.76669398 5.15477482 5.59194406
 6.13577422 4.58894404 5.53801124 6.37765818 6.58392111 4.87701853
 5.46730506 7.05516039 8.51032747 5.34821575 5.06681616 9.18422588
 5.28998249 4.46584995 4.84880619 5.12153316 5.59341881 6.03712701
 4.53960611 7.82123601 7.90173783 8.22588073 4.1240668  4.84109632
 4.73263346 7.85382705 6.29155158 7.60544155]"
346,sub_0194,Extero,7.242,0.88,2,"[ 3.22999022 -0.82108578 -0.42056798  1.29157139  1.09135341  0.46951364
  3.1542616   1.05616823  0.14546182  1.62494443  1.72527378 -1.35096002
 -1.85815337  2.53801467  2.07468651  1.30670674  1.60212099  2.35470957
  0.72143577  1.55504845  0.13324931 -1.51021175  0.63076681  1.30976617
  1.15228667  1.30640059  1.49086579  1.00782117 -0.49300185 -0.18306401
  3.48271503  2.40396121  2.1082219   1.82214512 -1.49827162  1.82210285
  1.24087685  1.07199128  1.75204283  1.68583661]","[6.83814594 5.82095546 5.72825544 8.17509404 6.19710139 6.71654671
 7.83109758 6.92082547 6.22245666 6.50202506 6.23652447 8.26443443
 7.13655325 9.42982249 9.85941573 9.56193908 9.24163624 4.61218285
 5.69291037 6.74551606 6.94507172 7.07066843 7.51176348 6.11716551
 8.75568961 9.41026775 8.80573923 7.96842331 5.72295665 7.0733068
 8.48370223 7.15896396 6.5775685  6.49811155 6.30771477 7.68244726
 6.06527017 7.22295746 7.00580475 6.05998993]"
347,sub_0197,Extero,4.762,-3.281,2,"[-3.73068677 -2.18688426 -3.94936042 -2.53592407 -1.94012989 -3.62850119
 -3.17642056 -3.52564891 -3.7158952  -3.75236957 -4.23527695 -4.73087723
 -5.6169068  -5.57994445 -1.51944243 -3.05853325 -4.67148245 -1.02753176
 -1.23840135 -5.11393194 -3.97228322 -3.94694738 -4.2547596  -3.51893974
 -2.99886958 -3.34072629 -4.30627288 -3.08472815 -2.31573184 -3.82672255
 -4.14582658 -3.8056087  -4.54810143 -4.54681398 -4.23012929 -1.87494923
 -2.96126412 -3.79362688 -3.73263234 -3.86818398]","[3.6867598  5.21578678 4.45643862 4.55086924 5.27333432 3.23178063
 4.05743627 3.74883569 4.02133957 4.22483389 5.38676902 5.94504209
 5.38803065 4.91994536 5.89459238 3.62247571 4.87351455 5.29237551
 6.87070271 3.93037671 5.83896577 5.82579202 6.19712669 5.17656737
 3.81388247 3.88252111 5.45029106 3.92334979 3.359875   5.37189057
 4.99744297 5.32161833 3.65963283 3.62106035 3.46346672 6.06801864
 4.19230186 4.88198774 4.40776427 3.63828458]"
348,sub_0198,Extero,4.191,-3.827,2,"[-5.19202039 -5.03562068 -5.25639802 -5.71092669 -4.24512099 -3.37643242
 -3.97505745 -4.45686985 -4.45416767 -2.87830547 -5.97853315 -4.85535073
 -3.88505285 -3.8152133  -4.58352676 -4.56040684 -4.15319935 -3.28989131
 -4.01367477 -3.56892374 -2.49956091 -1.79728515 -2.58220718 -5.12284483
 -4.22463089 -4.22758094 -4.33410502 -3.58430825 -4.06448198 -3.52036538
 -3.89403764 -3.5123417  -4.28796689 -3.57276133 -3.45150304 -4.04860261
 -2.77136096 -4.28597699 -4.40423348 -5.48082746]","[8.00390048 8.87570164 9.35943482 3.22099422 5.55024581 2.74444743
 3.03704825 4.55745072 3.20157241 4.71773346 3.21770259 3.17030462
 3.53740185 4.3139702  3.13418106 2.73969861 2.90695302 5.35828605
 4.98831343 3.79110966 3.8032108  4.42318229 3.56742229 4.91815504
 3.5110284  2.75014166 2.60781382 3.19198054 4.13124315 4.14732246
 3.18943418 4.49975877 5.02032474 2.85546801 3.66270052 4.36977559
 4.37163327 3.14882493 3.25513345 3.5066365 ]"
349,sub_0200,Extero,8.905,-3.365,2,"[-5.64032147 -3.99674964 -3.53525584 -3.08419488 -4.86330426 -4.92012155
 -3.65382062 -1.70064705 -0.94171365 -3.0779525  -3.4572979  -6.84751619
 -3.6942829  -3.6092971  -5.11777843 -4.72854479 -1.94089018 -2.41958112
 -4.22551809 -1.49193509 -2.72348797 -5.07709054 -1.47407742 -2.2603465
 -1.84876651 -1.44821167 -2.78660623 -3.19074192 -3.75560617 -4.03825263
 -2.71663054 -3.95184594 -2.19306697 -2.45138351 -1.60658686 -4.0000322
 -2.6496479  -1.99509112 -0.90094785 -1.71683553]","[ 8.02971927  7.94766611  7.11953058  8.69981594  8.41215013  8.43194597
  8.9690112  10.12492319  8.74622285  7.65680955  8.28807049 10.43350791
 13.31388272  5.55040706  6.57568114  5.92301904  7.07523212  7.17451979
  9.24269673 12.02039117  5.63315622  7.81768548  8.7884878   9.66797887
  7.69930507  8.1051865   7.16994506  7.02366144  6.90097605  9.84118672
  8.31358385  8.13482928 11.15544451 11.14040335  9.02768679  9.92804589
  6.64045322  6.19305913  5.32709743  6.3233621 ]"
350,sub_0202,Extero,6.006,1.488,2,"[ 1.69708399e+00  1.53040270e+00  4.60422583e+00  4.28325288e+00
  4.59638318e-01 -4.21918789e-01  1.23021210e+00  4.52464372e+00
  4.78594070e+00  5.15624259e+00  7.29421486e-01  7.52068174e-01
  1.32748851e+00 -1.97465196e-03 -9.84874668e-01 -8.28904763e-01
  4.19825298e+00  7.97982182e-01 -2.21620820e-01  1.07651275e+00
  5.86398806e-01  2.00602801e+00 -5.78935477e-01  2.47374500e+00
  2.47964767e+00  1.72704993e+00  3.35113307e+00  4.07667439e+00
  1.92377292e+00 -1.45276976e+00  3.70033426e+00 -3.58919472e-01
  1.76854198e+00  1.25529305e+00 -2.03007881e+00 -4.53107333e-01
  3.58186021e+00 -5.66291298e-01  6.16891867e-01 -1.03123500e+00]","[4.42836507 7.18676094 8.69292392 8.92875949 4.29132809 6.17092855
 5.19086361 5.85986938 5.55333197 4.82790873 4.91402818 4.52193417
 4.80583081 6.91432855 6.83481935 5.82862536 7.29165133 4.87988638
 5.03099363 4.84880662 9.79926417 8.33853996 8.66349402 9.32921388
 8.641229   4.88227851 6.75950025 6.84896411 6.13977866 5.15199725
 5.66467461 4.86327542 5.04112647 6.04543353 7.24492245 6.1147912
 5.22186903 6.04672012 5.23855723 5.87739302]"
351,sub_0203,Extero,8.502,0.481,2,"[ 0.40997989  0.04335162 -2.03532956 -1.20614522  1.96591711 -1.07237041
  1.45749124 -1.50710101  1.12381368  0.47439095  0.84997842  0.28031995
  0.67166805  1.4626627  -0.98090566 -0.88198774  0.77554882 -0.90780663
  0.56314918 -0.30852531 -2.40933338  0.02653587 -2.07526551  1.06651727
 -1.52233603  0.26906202  1.53140426  3.30163977 -2.62466888  1.61808354
  1.28920679  1.46450222  0.61011126 -0.57623258  0.02467736 -0.16133577
  1.13616467  0.17339496 -2.10115207  1.9569125 ]","[ 7.50047291  9.48759355  7.29014161  7.83168178  7.816697    9.56428333
  8.37232612  7.6521926   9.36618477  6.80941842  8.78100779  7.22935362
  7.43687173  7.14995496  8.96618194 10.24718772  6.47526492  8.20613062
  8.56236138  9.57763697  6.75322212  6.89849387  8.78677751  7.39880537
  8.80320045  9.67857575  7.1608608   6.53913437  7.74000436  7.89824893
  5.72585622  6.0397992   6.2355977   5.8661514   8.74780764  7.45893884
  9.68320236  5.44424475 11.57204852  6.23839262]"
352,sub_0204,Extero,8.394,2.296,2,"[ 4.95996648  1.92300738  2.06229327  3.05399831  0.43099626 -1.19258213
  4.13660024  3.37808712  1.66518541  2.32441946  2.69941862  3.22190157
  3.96762173  0.68196406 -0.84697611 -0.67834341 -0.26987249  0.1658147
  0.67619202  4.42761755  3.4457274   4.32600507  2.36484396  2.52941969
  2.06731663  2.39083554  1.41413338  1.56702733  4.31969548  4.49097726
  1.38667687  3.1316992   0.22895043  2.94829078  4.9639489   2.76666008
  2.75992659  2.71634153  3.10499671  1.50733607]","[ 6.07449502 11.24472541  6.19227126  6.97524742  6.00270983  7.5278236
 10.2093767   7.23422774  6.34016158  9.84438672  7.30986379  6.41959291
  5.40584683  7.54857478  8.96242969 13.24476209 11.81385846 10.92624395
 10.35935012  8.97359547  8.81460071  8.71680112  9.05666512  9.38766345
  9.65158223  6.16134735  8.55578946  9.50431663  7.24334698  6.30268265
  6.91326755  8.98673847  8.37133335  7.4529551   7.58901643  8.764486
  6.45113035 10.87592179 10.40536365 11.20555066]"
353,sub_0206,Extero,4.353,-0.303,2,"[-0.58017308 -1.98630143 -2.40973403 -1.7515482  -1.63432149  0.38251808
 -0.81839691 -0.57651056 -1.49821638 -2.35068099  0.2746542  -0.80893718
 -0.20281594 -2.15239763 -0.6152513   0.04415762  1.0056572   2.32823743
  2.32823743  1.21249624 -1.27937255 -2.84315095 -3.01993563 -1.10701826
 -0.85290744 -0.10001537 -2.85565357 -2.57003635 -2.3072282  -1.87220318
  1.13438703  0.5853868   0.5883681  -1.41441093  0.57716443 -0.08544673
 -0.0726222   1.23609727  0.93149192 -0.56542588]","[3.29205269 2.96669102 3.33261144 2.98181606 2.83604714 3.67612837
 3.42783255 3.36277389 6.38917521 7.61773248 5.316473   3.25857817
 3.17344949 3.02229164 3.18943735 4.08527869 3.05048496 2.85627334
 2.85627334 3.21747201 5.54386507 6.05773888 5.26446947 4.26044356
 3.91653698 4.00991439 5.01461075 5.87555221 6.06337023 6.71379553
 4.04823236 4.94391002 4.83821307 2.59356464 3.55533459 2.78814809
 2.81623174 3.67678782 6.87075522 2.97430381]"
354,sub_0207,Extero,5.872,2.121,2,"[ 1.59741378  0.37852369  0.45797089  0.77139235 -1.2893768  -1.6893027
 -1.84145805  5.29200962  4.49291702  2.76093699  2.12979498  5.41211183
  4.63846773  5.38431035  4.95432946 -0.88176518  0.12964804 -0.23721373
 -0.0419085  -0.2021628   3.34847123  3.56407215  0.97747295  0.46865646
  3.22910205  5.10259691  1.06843498  3.23428749  2.05735696  1.81141967
  0.00944567  2.87870939  1.5209598   3.51588191  1.20668859  1.48738586
  0.70611171  2.66391298  1.63984792  1.25505335]","[4.87883856 5.97634133 6.9218217  8.82777331 5.51840257 8.40111762
 8.23329061 4.47710213 9.5345003  8.34295941 7.05375076 5.7816822
 7.397367   5.29378858 5.6390874  6.42256498 4.90830045 4.57599974
 4.60678001 8.13251509 6.0198076  5.21642186 5.80164586 6.23560775
 5.37929166 6.11799239 6.27931434 6.23105151 3.89699653 3.84095819
 6.32630654 6.85689254 6.10707105 5.98066211 5.75906084 6.28909366
 5.39352286 5.18403583 6.85373052 6.21658342]"
355,sub_0208,Extero,6.913,-2.62,2,"[-4.08957304 -3.00981512 -2.96397738 -1.2989901  -2.36222818 -1.19180134
 -3.91287901 -2.53115258 -2.20899928 -2.5908126  -4.8670676  -5.0906769
 -2.76763496 -3.13059196 -0.89857793 -0.76555078 -4.14715667 -0.93781523
 -0.02909186 -2.1825454  -4.30616149 -1.91555671 -2.12458369 -5.11456472
 -4.99975577 -2.15107363 -2.33390036 -3.39179156 -3.30955152 -0.18670923
 -1.54297428 -1.96811893 -2.16630814 -2.76053525 -2.65105831 -3.28859711
 -2.62124406 -2.22850988 -2.952065   -3.84138005]","[ 5.24237376  3.98016103  5.49906389  7.01691645  6.00689418  6.8019575
  6.42038466  6.12709165  5.07714334  5.27561864  6.4643606   6.87658677
  6.75718212  5.68212886  5.33922769  7.03209254  6.31711743  6.57113844
  4.77148366  6.11843489  5.6559107   7.11980408 10.41203067  6.44876093
  6.58038091  9.07291633  9.88730442  5.04114468  8.18989871  6.67893246
  8.11119277  7.09512984  8.17540377  5.08309911  5.21972561  6.97530937
  9.64189816 10.10738     4.26671808  8.61175138]"
356,sub_0209,Extero,8.137,2.609,2,"[ 2.46099596  2.28653432  2.03250246  1.74508349  1.360814    4.41394781
  3.99611451  2.02373431  2.03626104  3.40511524  0.23765538  2.29008726
  2.91088583  1.22380078  1.22380078  3.10358597 -0.50966248  2.39491847
  1.79713374  1.95326864  2.96237884  3.46329825  4.3420896   3.33161994
  2.55789097  3.43089699  1.62087145  3.78544546  1.25672859 -3.07584237
  4.31923014  0.93294518  4.81781222  4.81781222  3.64566385  1.0792545
  3.05191775 -0.96783715  5.15330736  4.02585871]","[ 7.16093031  9.3752715   9.12815328 10.37021894  5.87548822  8.15137984
  8.04011035  7.50514156  5.93921704 10.43001264  9.19462013  8.16752211
  9.01198022  6.87402021  6.87402021 11.45680614  8.73074008  8.49203472
  6.73459743  7.64348652  8.18021569  9.28854347  9.18036411  9.52464882
  7.67588819  8.01416457  7.89831974  7.64266882  8.47726701  8.91210006
  8.20521704  7.20080131  7.42997399  7.42997399 10.19867239 10.14196149
 10.01335373  9.72180687  8.80022673  8.40848797]"
357,sub_0210,Extero,8.934,-0.131,2,"[ 2.23249892  0.27570449 -1.54544062 -0.45517408 -0.87960612 -0.77740917
  0.76265067  1.70281952  0.60224344  0.11177126  0.20981284  1.91603792
 -0.89360654 -1.79958757 -1.66534746  2.68401215  0.53223594  1.42588195
  3.16519796  2.7768646   0.9529488   0.08023661  1.54526255  0.19088395
  0.43832232 -0.96770461 -1.98116246 -4.12342632 -2.67445963  1.14967638
 -0.0251487  -2.20582567 -2.42169546 -3.46613386  4.84255336  4.84255336
  5.15050981  0.89688818 -1.92775535  2.46414995]","[ 7.4320477  13.28085292  9.62873084 11.74829379  6.25758123  6.57944413
  9.77108926 10.20779506 10.16733228  9.61717746  8.06237969 11.20723541
  8.8973794   7.90201568  7.48110496  9.88817123  9.56184709 11.372
 12.20231238  9.09756225  8.33203058  7.63371074  9.63440261  8.73594004
  7.68568533  9.02623745 10.0736663   9.41692107 14.78156751 13.32222595
  7.80929448  7.83852121  7.49411889  7.95501689 17.90218273 17.90218273
 18.66932503  6.86268133  9.41470664  7.26483038]"
358,sub_0211,Extero,10.415,4.274,2,"[5.39567543 6.41306919 3.35992392 2.58855416 2.5600489  2.55078569
 6.85193856 1.89829901 2.91144826 3.49983209 2.54170351 2.44758479
 0.5036683  4.76280328 4.01354629 6.74817912 8.50920644 4.10398739
 4.10398739 5.83274595 6.8561401  6.85574007 7.36349744 4.96499362
 2.18977835 2.74889489 3.02514187 0.77679347 0.94988345 8.88171574
 5.09228607 3.12941623 6.59430317 2.70245877 6.04460184 8.1654282
 7.22156361 6.3602583  8.56345894 8.58027448]","[ 8.79295581 10.32635026 12.37464275 12.54294415 12.96734171 11.23389057
  7.35540442  8.16130349 12.85320477 14.23663986  9.3387825   9.27511005
  9.67123085 11.20299688  9.73898143 10.66642804 11.68218054  9.19092967
  9.19092967  8.94366718 12.5422152  12.15647647 10.14103271 13.34187291
  6.93806835  7.74967146 10.90948266 10.53526854 10.86409193 12.40804544
 11.84891064  8.27429912 11.52687011 11.09132721  9.46927522  9.65397889
 11.94737149 13.15601929 15.58489197 19.50556599]"
359,sub_0212,Extero,7.596,0.398,2,"[ 0.02388261 -0.5222271   1.27818846 -1.20861277  0.10697754 -1.29870634
  0.06925942  0.35362441 -1.7004625  -1.02467912  2.71020549  2.9011591
  1.33419036  1.5752361   2.56557822 -0.60003722  1.02302156  1.1637902
  0.88862411  1.53583607  1.07766027 -1.0252798  -0.3040125   1.16188927
 -2.07510985  0.49079493  0.32530885  0.97513469  0.11124963  2.43374954
  0.30411572 -0.8741889  -2.75685875 -2.30289675  0.15877481  0.41261803
 -0.65526319 -0.1183562  -0.66666717  0.3230105 ]","[10.7687807   6.94848905  6.78011306  8.17115445  7.01881208  8.74383435
  7.3343684   6.52424346  7.52593584  7.19925821 15.42554035 15.18286946
 12.08146075 10.16783011  9.14133273  6.57807925  7.35543394  7.3847358
  5.16842881  5.5069517   5.51232631  6.75315409  6.67073662  6.0229328
  7.27243653  7.09802509  6.31907616  6.32598294  6.27283209  6.16040488
 10.16278576  6.69062608  8.35657365  8.15957421  8.23323165  6.23744927
  7.84137826  5.61943533  9.12533855  8.41719744]"
360,sub_0213,Extero,9.531,-3.703,2,"[-8.69489132 -5.40895615 -5.45766394 -2.22373831 -1.92400114 -1.68897641
 -5.40475446 -0.32309265 -0.22222873 -0.27542759 -5.04239753 -2.99312528
 -2.49178127 -5.11059449 -2.76175074 -0.23833933 -5.75949964 -5.13725789
 -0.6249795  -4.55637441 -2.57910131 -7.97183809 -6.91606212 -1.27885992
 -5.69810249 -1.16387889 -6.48634529 -0.74086522 -2.81068093 -3.49778297
 -3.37855572 -2.10806867 -1.74303838  1.6392383   0.79898859 -0.25056272
 -3.09516691 -7.21546526 -7.21546526 -5.6491963 ]","[13.52087205  8.72993435 12.298875    7.41091684  9.34186254  8.16818889
  7.03561126  9.21944969  9.34285534 10.03858778 13.88873445 13.14847267
  8.81302514  7.61955515 11.25322767 16.0655652   8.21870391  7.54668826
  7.19503107  9.72180374  8.57861116  8.70279442  9.18893974  7.94897362
  8.86744287  6.48926124 12.96793319 13.25722363  7.09702932  7.32047137
 11.2048523   8.33884699  8.56627202 13.68298621 10.58269777 10.66026056
 14.00950457  7.84120487  7.84120487 15.74001693]"
361,sub_0216,Extero,6.508,5.467,2,"[4.57484623 5.09897369 5.00680346 3.55827621 3.76885861 7.95195295
 8.92772312 8.85256497 5.77872817 4.9876791  6.77156829 4.72422215
 5.35614648 6.16434602 6.11008318 3.36408169 4.55079711 6.05413759
 6.3560355  5.60816347 5.50722921 5.12783362 5.8942122  4.37006792
 6.82477285 6.14650484 5.65875079 4.6922774  5.70622716 7.21285778
 7.02646527 4.69517171 5.58222666 7.2386334  4.19064125 6.53570937
 5.71066957 5.43368259 5.57266506 5.05758081]","[ 5.1271833   9.09079791  8.85208861  4.60191173  4.14639803  7.01118285
  9.17066825 10.31602753  4.90537442  5.43526481  5.14960223  3.73130978
  3.05288447  8.09197202  9.6324447   7.14920085  7.86636939  5.28511237
  6.28660149  5.74723453  4.40232466  5.72797266  4.31279439  5.12625386
  4.62706163  5.99674781  4.66303943  7.68485362  6.58914234  7.90590319
  4.3724137   7.56672028  4.93312747  5.47759168  5.73242633  5.79589335
  5.45961451  5.2798584   7.04057815  6.2319527 ]"
362,sub_0217,Extero,16.976,-8.755,2,"[ -8.53729299  -8.49813178  -9.108637    -9.86311442  -9.74979356
 -10.17301249  -4.31111486  -3.98063262 -12.15614183 -10.61693334
 -10.26368538  -8.2423571  -11.23722746  -3.99998404  -5.7799424
 -11.27263906 -11.13322386  -9.34905883  -9.45407894  -6.5315412
 -10.0490665  -12.36476862 -10.38266233 -11.43623168  -3.91814597
 -12.22268693 -12.91736868 -12.88269938  -8.88465853  -4.37082688
 -10.36893724 -13.12960831  -5.15519893  -6.18883386 -10.57080565
  -7.72461254  -8.71589587 -11.44627815  -8.42803753  -5.20627388]","[19.27099512 14.79675355 14.96419386 16.27863421 16.42026256 18.9426123
 23.93943529 23.08465715 10.27522888 15.19448703 18.14796604 15.95824653
 12.93134535 18.74255841 16.64219986 16.53242587 16.7419877  18.68193411
 13.75197728 12.65908939 14.6346976  20.42341169 16.62683447 15.72805846
 18.53278813 11.99920975 11.63543353 16.83905816 11.46047705 14.20930709
 18.4934458  17.21688949 16.03606945 13.11421011 16.16122585 16.58604964
 15.11582703 17.0318727  16.49609266 15.03276329]"
363,sub_0218,Extero,5.522,-2.422,2,"[-1.74303002 -3.79001667 -3.4800123  -1.70106381 -3.141187   -3.66168988
 -2.42971502 -1.34617632 -3.96386256 -0.35916027 -1.59056782 -0.5517655
 -0.66073998 -6.00350313 -2.59352963 -1.54475334 -2.88392811 -2.14456541
 -2.01084478 -3.83820489 -3.04769636 -2.66983838 -1.82119691 -2.38051864
 -1.91955303 -2.25020232 -4.71125188 -3.93986941 -4.33351005 -4.18191488
 -1.72955108 -5.18419462 -2.99850307 -3.74746381 -4.38069961 -1.41562782
 -1.88838956 -2.11760376 -0.60383561 -2.21842918]","[6.12430958 4.0074054  5.40747935 4.82413375 4.94997784 4.4528991
 5.02174423 4.78074226 4.20667072 6.65574127 5.11129432 6.06723155
 6.59065516 5.91588102 7.95128004 4.82649802 5.45257396 4.4133829
 6.24772467 8.83045356 3.8120541  3.73580991 5.13272476 6.32530058
 4.6285142  6.13021494 4.7308705  6.05193225 7.12408661 6.0837396
 5.78646701 5.7651852  6.26812753 5.95967863 5.91636487 3.58739013
 6.63882858 5.75939607 6.85053232 6.16417375]"
364,sub_0219,Extero,9.733,-3.661,2,"[-1.34101467 -1.63497718 -1.96607795 -0.93222849 -0.35564077 -6.65781451
 -1.45580176  0.13723105 -0.26284022 -2.53226199 -4.99756796 -1.55555428
 -1.14625941 -0.70545179 -1.0991999  -1.81219615 -1.87137638 -4.69576715
 -5.86046553 -3.01785445 -2.8856351  -4.35461372 -3.91401085 -1.81379571
  0.0227883  -2.59988305 -2.38207701 -4.7809042  -2.71790311 -6.05192277
  1.8866588  -4.1756525  -3.70901316 -6.36419729 -7.85061084 -0.65968307
 -2.88313154 -4.29037929 -6.86760649  0.08717197]","[ 8.41676464  6.98235348  8.65371604 10.76721498  9.48153565 10.14785983
  9.22742198  8.7734813   8.99637799  8.32439702 10.49586537  8.24838466
  8.53674059  9.50456149  9.55601057  8.72043518 10.34722587 10.03721817
  8.71490377 10.12325675 10.63391845  9.79132891  8.04886028 11.08219818
  9.21574129  8.69544763  7.95448916 11.48823117 13.67217932  7.44083808
 10.98819158  8.93379621  9.15539395 12.47193512  9.3779499  13.45648345
 10.80168283  8.75086389 10.10866166  9.31659406]"
365,sub_0220,Extero,13.766,11.772,2,"[14.78785514 14.11348849 12.83501934 15.14462123 13.16408805 12.61684956
 13.23488355  9.40960634  8.61802757 11.82978516  8.02793195  9.07635182
  9.94581823 13.06775283 10.11164511 12.06560417 12.77874391 10.30310616
 13.48364392  7.3625286  11.40874673 11.74547245 17.017595   12.64491571
 13.20319188 13.20319188 13.05792575 10.90276748 11.68430922 11.23923888
  8.89439785  6.1210488   6.1210488   9.75762622 13.33272968 11.09750502
 12.08303279 14.01263769  8.28101451  8.01480464]","[14.13177604 14.66561004 15.16674043 13.12539371 11.75235939 13.22155881
  9.80944458 10.82393148 11.7345266   9.96784756 14.3241762  17.4096879
 12.87544287 18.36238955 10.31281291 10.08824808 11.93919366 12.8594735
 13.7058709  18.1134758  12.74406004 10.55046352 11.78301755 11.93626003
  9.56996523  9.56996523 15.90908119 11.7866181  15.00571426 13.87653975
 10.92849921 12.18910724 12.18910724 12.42333715 11.89241928 11.62202362
 12.20598595 17.17706512 14.29708304 14.45798049]"
366,sub_0222,Extero,5.406,-0.992,2,"[-0.44634418  0.14020459 -1.89143783 -0.56710174 -0.55201163 -0.64125557
  0.30003244  0.09481866 -1.96973372 -1.40359258 -0.58496126 -1.31443028
 -2.45817097 -0.49079819 -1.30597134  0.23542636 -0.36067632 -0.55531966
  1.12638236 -0.21746299 -2.69034477 -2.77612467  1.82560191  0.98719474
  0.94622837  1.0868301   1.11216502  1.28197234  2.36787067 -1.58457992
 -0.53308371  0.58214592 -0.89820998  0.15598873 -0.59765338 -0.23526426
  0.10339423 -0.73117667 -1.97230254 -2.35904433]","[ 4.25700019  5.58775593  4.72230505  4.20842232  4.01825285  4.11312472
  4.777772    4.92293003  5.63145057  7.06407367  4.76719563  5.24634144
  5.29682719  5.72690214  4.44425808  5.71233602  5.95431818  5.80271231
  5.73013546  6.92994288  3.7143826   3.96538372  8.72254365  5.4610647
  6.50717668  6.62681254  6.62456285  5.40070317  7.68732423  5.34300201
  5.35612333  6.02375171  5.3846185   5.68690364 10.22821219  7.92720798
  4.97487772  5.26055145  4.09633847  3.98029456]"
367,sub_0223,Extero,7.409,-5.941,2,"[-5.97219577 -6.12789231 -6.70187189 -5.74398648 -6.08089991 -7.75178956
 -8.08407439 -7.74111669 -8.56416235 -6.58394292 -5.03757593 -4.74588439
 -4.91895697 -7.34577725 -7.38191622 -5.61620417 -6.27848909 -4.54229238
 -7.62674527 -4.69810341 -7.9816367  -7.87474224 -5.4477109  -6.6143509
 -7.58260376 -8.23724205 -7.59806692 -7.58128655 -6.43835273 -6.91135457
 -5.14702671 -6.64561922 -5.2697778  -4.37419532 -4.74772409 -6.02882595
 -5.22387261 -5.43159371 -5.41727485 -7.1423819 ]","[ 6.52505783  7.2781069   7.42083912  5.61528739  6.9983123   7.54409468
  7.57358397  7.55000977  9.83551476  7.2692714   5.05593208 10.95547053
 11.41985862  4.92674256  5.46614231  7.89166948  8.77080668  7.11166625
  8.03435889  5.77650297  8.21094461  8.54223346  6.28142108  7.83340252
  6.41579109  7.04827243  5.29462601  5.38299011  5.22734549  6.37052279
  6.73535385  5.48226644  4.66127719  4.61796936  5.09226625  4.90727752
  5.1363216   6.32984356  7.45135935  6.90151081]"
368,sub_0224,Extero,3.542,3.575,2,"[3.30807588 3.74070887 3.03145746 4.21267503 2.27024998 1.03270519
 0.13050121 3.48739454 2.90325591 3.61826238 4.95995739 4.87718326
 3.16972161 2.9747489  3.16228466 3.35743611 4.05114983 3.34977855
 3.74995585 3.98451505 4.237273   3.30410732 3.3613879  4.17761058
 3.99528032 4.71396123 2.95036418 2.70233545 3.47367514 5.16431252
 2.70164906 3.69769395 4.4847665  3.3363241  3.70915872 3.72798027
 4.38867028 3.83488199 4.46590517 4.52372694]","[3.95871839 3.45156467 2.88815403 1.97898987 3.83570872 7.31318751
 6.41754455 3.63548342 3.67607032 3.56724291 3.87106317 4.88722185
 2.66128802 2.61124234 2.03406538 3.01399475 3.43246289 2.36074132
 2.46396712 3.47142251 2.31128774 5.82375163 6.57934603 2.25432856
 2.46185431 2.38374917 4.508874   4.34851255 4.21036772 5.65999156
 3.69182991 2.93974615 3.0823907  2.46616662 3.27350738 2.73275928
 2.03209557 2.36496369 2.54101338 2.67452753]"
